CustomerID,Gender,MaritalStatus,IncomeLevel,TransactionDate,InteractionDate,InteractionType,ResolutionStatus,LastLoginDate,ServiceUsage,LoggedInLast30Days,Age,AmountSpent,LoginFrequency,DaysSinceTransaction,DaysSinceInteraction,DaysSinceLogin,InteractionLag,ChurnStatus
6,0,0,2,2022-07-03,2022-05-05,1,0,2023-09-17,2,False,0.8983110040499745,-1.0491156857841737,-1.695220920736211,-0.03489011005431986,0.5634789002090205,-0.7139363665762288,-0.4268812921513963,0
6,0,0,2,2022-10-18,2022-05-05,1,0,2023-09-17,2,False,0.8983110040499745,-0.35023990034393454,-1.695220920736211,-1.0589144723422523,0.5634789002090205,-0.7139363665762288,-1.171595768989306,0
8,1,2,1,2022-10-25,2022-04-29,2,1,2023-04-22,1,False,-0.3979609787237629,0.06199633571646225,-0.6320901909062214,-1.1259067203423976,0.622084760040893,0.702340502252999,-1.262075097950921,1
8,1,2,1,2022-10-25,2022-09-13,1,1,2023-04-22,1,False,-0.3979609787237629,0.06199633571646225,-0.6320901909062214,-1.1259067203423976,-0.716082372786863,0.702340502252999,-0.30856216966313027,1
8,1,2,1,2022-11-09,2022-04-29,2,1,2023-04-22,1,False,-0.3979609787237629,1.6017419384830116,-0.6320901909062214,-1.2694615374855656,0.622084760040893,0.702340502252999,-1.3664743236758616,1
8,1,2,1,2022-11-09,2022-09-13,1,1,2023-04-22,1,False,-0.3979609787237629,1.6017419384830116,-0.6320901909062214,-1.2694615374855656,-0.716082372786863,0.702340502252999,-0.41296139538807086,1
8,1,2,1,2022-07-06,2022-04-29,2,1,2023-04-22,1,False,-0.3979609787237629,-0.09374355576742507,-0.6320901909062214,-0.06360107348295348,0.622084760040893,0.702340502252999,-0.4895208275863607,1
8,1,2,1,2022-07-06,2022-09-13,1,1,2023-04-22,1,False,-0.3979609787237629,-0.09374355576742507,-0.6320901909062214,-0.06360107348295348,-0.716082372786863,0.702340502252999,0.46399210070143027,1
8,1,2,1,2022-06-10,2022-04-29,2,1,2023-04-22,1,False,-0.3979609787237629,0.6411366131879065,-0.6320901909062214,0.18522727623187124,0.622084760040893,0.702340502252999,-0.30856216966313027,1
8,1,2,1,2022-06-10,2022-09-13,1,1,2023-04-22,1,False,-0.3979609787237629,0.6411366131879065,-0.6320901909062214,0.18522727623187124,-0.716082372786863,0.702340502252999,0.6449507586246607,1
8,1,2,1,2022-07-13,2022-04-29,2,1,2023-04-22,1,False,-0.3979609787237629,-0.0047094600983209785,-0.6320901909062214,-0.1305933214830986,0.622084760040893,0.702340502252999,-0.5382404662579996,1
8,1,2,1,2022-07-13,2022-09-13,1,1,2023-04-22,1,False,-0.3979609787237629,-0.0047094600983209785,-0.6320901909062214,-0.1305933214830986,-0.716082372786863,0.702340502252999,0.4152724620297913,1
8,1,2,1,2022-09-26,2022-04-29,2,1,2023-04-22,1,False,-0.3979609787237629,-0.6474853921545793,-0.6320901909062214,-0.8483674071989392,0.622084760040893,0.702340502252999,-1.0602365948827026,1
8,1,2,1,2022-09-26,2022-09-13,1,1,2023-04-22,1,False,-0.3979609787237629,-0.6474853921545793,-0.6320901909062214,-0.8483674071989392,-0.716082372786863,0.702340502252999,-0.10672366659491174,1
8,1,2,1,2022-03-10,2022-04-29,2,1,2023-04-22,1,False,-0.3979609787237629,0.2998625051020227,-0.6320901909062214,1.0656968213766358,0.622084760040893,0.702340502252999,0.33175308144983884,1
8,1,2,1,2022-03-10,2022-09-13,1,1,2023-04-22,1,False,-0.3979609787237629,0.2998625051020227,-0.6320901909062214,1.0656968213766358,-0.716082372786863,0.702340502252999,1.2852660097376298,1
9,1,0,0,2022-06-02,2022-08-15,2,0,2023-06-27,2,False,-0.26833378044638917,-1.100261447637977,-0.1359625169855597,0.26178984537489425,-0.4328207169328125,0.07075757426158663,0.4987918426097438,0
9,1,0,0,2022-06-11,2022-08-15,2,0,2023-06-27,2,False,-0.26833378044638917,1.5201040921406512,-0.1359625169855597,0.17565695508899337,-0.4328207169328125,0.07075757426158663,0.43615230717477943,0
9,1,0,0,2022-01-13,2022-08-15,2,0,2023-06-27,2,False,-0.26833378044638917,-1.465957133689524,-0.1359625169855597,1.6016348053777967,-0.4328207169328125,0.07075757426158663,1.473184616042523,0
9,1,0,0,2022-10-19,2022-08-15,2,0,2023-06-27,2,False,-0.26833378044638917,0.8637218523606662,-0.1359625169855597,-1.0684847934851303,-0.4328207169328125,0.07075757426158663,-0.46864098244137253,0
9,1,0,0,2022-05-26,2022-08-15,2,0,2023-06-27,2,False,-0.26833378044638917,0.4996310128611486,-0.1359625169855597,0.3287820933750394,-0.4328207169328125,0.07075757426158663,0.5475114812813827,0
11,1,0,2,2022-06-06,2022-10-28,1,0,2023-01-22,1,False,0.7038702066339139,0.5600569743419043,0.2892897749464361,0.22350856080338274,-1.155626321525907,1.563589949514016,0.9859882293261334,0
11,1,0,2,2022-06-06,2022-01-26,1,1,2023-01-22,1,False,0.7038702066339139,0.5600569743419043,0.2892897749464361,0.22350856080338274,1.5304755874349172,1.563589949514016,-0.9279975756311112,0
11,1,0,2,2022-03-01,2022-10-28,1,0,2023-01-22,1,False,0.7038702066339139,1.4488628604179592,0.2892897749464361,1.1518297116625367,-1.155626321525907,1.563589949514016,1.661103222347416,0
11,1,0,2,2022-03-01,2022-01-26,1,1,2023-01-22,1,False,0.7038702066339139,1.4488628604179592,0.2892897749464361,1.1518297116625367,1.5304755874349172,1.563589949514016,-0.2528825826098286,0
11,1,0,2,2022-09-22,2022-10-28,1,0,2023-01-22,1,False,0.7038702066339139,-0.6319951341306443,0.2892897749464361,-0.8100861226274277,-1.155626321525907,1.563589949514016,0.2343138041065609,0
11,1,0,2,2022-09-22,2022-01-26,1,1,2023-01-22,1,False,0.7038702066339139,-0.6319951341306443,0.2892897749464361,-0.8100861226274277,1.5304755874349172,1.563589949514016,-1.6796720008506836,0
11,1,0,2,2022-12-14,2022-10-28,1,0,2023-01-22,1,False,0.7038702066339139,1.1980881426791194,0.2892897749464361,-1.6044227774862914,-1.155626321525907,1.563589949514016,-0.3433619115714438,0
11,1,0,2,2022-12-14,2022-01-26,1,1,2023-01-22,1,False,0.7038702066339139,1.1980881426791194,0.2892897749464361,-1.6044227774862914,1.5304755874349172,1.563589949514016,-2.257347716528688,0
11,1,0,2,2022-10-03,2022-10-28,1,0,2023-01-22,1,False,0.7038702066339139,0.6490212940739635,0.2892897749464361,-0.9153596551990844,-1.155626321525907,1.563589949514016,0.15775437190827113,0
11,1,0,2,2022-10-03,2022-01-26,1,1,2023-01-22,1,False,0.7038702066339139,0.6490212940739635,0.2892897749464361,-0.9153596551990844,1.5304755874349172,1.563589949514016,-1.7562314330489732,0
12,0,1,1,2022-11-02,2022-11-29,1,0,2023-12-31,2,True,-0.13870658216901544,-1.1670370193898052,1.2106697407990936,-1.2024692894854205,-1.4681909072958939,-1.7187273883807486,0.17167426867159655,0
12,0,1,1,2022-11-02,2022-01-12,2,1,2023-12-31,2,True,-0.13870658216901544,-1.1670370193898052,1.2106697407990936,-1.2024692894854205,1.6672225937092864,-1.7187273883807486,-2.0624691618421322,0
13,0,0,1,2022-09-27,2022-07-27,0,0,2023-07-05,0,False,-1.2405377675266922,-0.5667546329938009,-1.1282178648268832,-0.857937728341817,-0.2472354941318828,-0.005797932161614874,-0.44776113729638445,0
13,0,0,1,2022-07-23,2022-07-27,0,0,2023-07-05,0,False,-1.2405377675266922,-1.3968091800781743,-1.1282178648268832,-0.22629653291187735,-0.2472354941318828,-0.005797932161614874,0.011595455893354279,0
13,0,0,1,2022-08-10,2022-07-27,0,0,2023-07-05,0,False,-1.2405377675266922,-0.6254361960484376,-1.1282178648268832,-0.3985623134836791,-0.2472354941318828,-0.005797932161614874,-0.11368361497657446,0
14,1,3,2,2022-06-17,2022-07-25,0,1,2023-01-10,1,False,-0.07389298303032857,1.316218804095885,0.005788246991772223,0.11823502823172613,-0.22770020752125864,1.6784232091488183,0.24823370086988633,0
14,1,3,2,2022-06-17,2022-07-29,1,0,2023-01-10,1,False,-0.07389298303032857,1.316218804095885,0.005788246991772223,0.11823502823172613,-0.266770780742507,1.6784232091488183,0.27607349439653717,0
14,1,3,2,2022-04-17,2022-07-25,0,1,2023-01-10,1,False,-0.07389298303032857,1.1013786939350927,0.005788246991772223,0.7020246179472764,-0.22770020752125864,1.6784232091488183,0.6727905521513114,0
14,1,3,2,2022-04-17,2022-07-29,1,0,2023-01-10,1,False,-0.07389298303032857,1.1013786939350927,0.005788246991772223,0.7020246179472764,-0.266770780742507,1.6784232091488183,0.7006303456779623,0
14,1,3,2,2022-05-16,2022-07-25,0,1,2023-01-10,1,False,-0.07389298303032857,-0.47437129234654885,0.005788246991772223,0.42448530480381813,-0.22770020752125864,1.6784232091488183,0.47095204908309296,0
14,1,3,2,2022-05-16,2022-07-29,1,0,2023-01-10,1,False,-0.07389298303032857,-0.47437129234654885,0.005788246991772223,0.42448530480381813,-0.266770780742507,1.6784232091488183,0.4987918426097438,0
14,1,3,2,2022-11-08,2022-07-25,0,1,2023-01-10,1,False,-0.07389298303032857,-0.7266113047633285,0.005788246991772223,-1.2598912163426879,-0.22770020752125864,1.6784232091488183,-0.7539988660895436,0
14,1,3,2,2022-11-08,2022-07-29,1,0,2023-01-10,1,False,-0.07389298303032857,-0.7266113047633285,0.005788246991772223,-1.2598912163426879,-0.266770780742507,1.6784232091488183,-0.7261590725628927,0
14,1,3,2,2022-06-05,2022-07-25,0,1,2023-01-10,1,False,-0.07389298303032857,1.564621139975203,0.005788246991772223,0.2330788819462606,-0.22770020752125864,1.6784232091488183,0.33175308144983884,0
14,1,3,2,2022-06-05,2022-07-29,1,0,2023-01-10,1,False,-0.07389298303032857,1.564621139975203,0.005788246991772223,0.2330788819462606,-0.266770780742507,1.6784232091488183,0.3595928749764896,0
14,1,3,2,2022-10-16,2022-07-25,0,1,2023-01-10,1,False,-0.07389298303032857,0.5657786011795739,0.005788246991772223,-1.0397738300564967,-0.22770020752125864,1.6784232091488183,-0.5939200533113013,0
14,1,3,2,2022-10-16,2022-07-29,1,0,2023-01-10,1,False,-0.07389298303032857,0.5657786011795739,0.005788246991772223,-1.0397738300564967,-0.266770780742507,1.6784232091488183,-0.5660802597846505,0
14,1,3,2,2022-01-17,2022-07-25,0,1,2023-01-10,1,False,-0.07389298303032857,1.493170580441377,0.005788246991772223,1.5633535208062852,-0.22770020752125864,1.6784232091488183,1.2991859065009552,0
14,1,3,2,2022-01-17,2022-07-29,1,0,2023-01-10,1,False,-0.07389298303032857,1.493170580441377,0.005788246991772223,1.5633535208062852,-0.266770780742507,1.6784232091488183,1.327025700027606,0
14,1,3,2,2022-02-21,2022-07-25,0,1,2023-01-10,1,False,-0.07389298303032857,-0.2870229013813889,0.005788246991772223,1.2283922808055596,-0.22770020752125864,1.6784232091488183,1.0555877131427605,0
14,1,3,2,2022-02-21,2022-07-29,1,0,2023-01-10,1,False,-0.07389298303032857,-0.2870229013813889,0.005788246991772223,1.2283922808055596,-0.266770780742507,1.6784232091488183,1.0834275066694112,0
14,1,3,2,2022-06-03,2022-07-25,0,1,2023-01-10,1,False,-0.07389298303032857,-0.6848155184735217,0.005788246991772223,0.2522195242320164,-0.22770020752125864,1.6784232091488183,0.34567297821316423,0
14,1,3,2,2022-06-03,2022-07-29,1,0,2023-01-10,1,False,-0.07389298303032857,-0.6848155184735217,0.005788246991772223,0.2522195242320164,-0.266770780742507,1.6784232091488183,0.37351277173981506,0
15,1,0,2,2022-03-28,2022-10-18,1,1,2023-06-15,1,False,-0.07389298303032857,0.202594848861638,1.2815451227877597,0.8934310408048339,-1.057949888472786,0.1855908338963889,1.4035851322258959,0
15,1,0,2,2022-03-28,2022-02-04,0,1,2023-06-15,1,False,-0.07389298303032857,0.202594848861638,1.2815451227877597,0.8934310408048339,1.4425667976871084,0.1855908338963889,-0.37816165347975733,0
15,1,0,2,2022-11-11,2022-10-18,1,1,2023-06-15,1,False,-0.07389298303032857,0.9039127920984434,1.2815451227877597,-1.2886021797713214,-1.057949888472786,0.1855908338963889,-0.18328309879320154,0
15,1,0,2,2022-11-11,2022-02-04,0,1,2023-06-15,1,False,-0.07389298303032857,0.9039127920984434,1.2815451227877597,-1.2886021797713214,1.4425667976871084,0.1855908338963889,-1.9650298844988545,0
15,1,0,2,2022-04-15,2022-10-18,1,1,2023-06-15,1,False,-0.07389298303032857,-0.6528581393070253,1.2815451227877597,0.7211652602330322,-1.057949888472786,0.1855908338963889,1.2783060613559671,0
15,1,0,2,2022-04-15,2022-02-04,0,1,2023-06-15,1,False,-0.07389298303032857,-0.6528581393070253,1.2815451227877597,0.7211652602330322,1.4425667976871084,0.1855908338963889,-0.5034407243496861,0
15,1,0,2,2022-01-20,2022-10-18,1,1,2023-06-15,1,False,-0.07389298303032857,0.13386555087255722,1.2815451227877597,1.5346425573776517,-1.057949888472786,0.1855908338963889,1.8699016737972973,0
15,1,0,2,2022-01-20,2022-02-04,0,1,2023-06-15,1,False,-0.07389298303032857,0.13386555087255722,1.2815451227877597,1.5346425573776517,1.4425667976871084,0.1855908338963889,0.08815488809164407,0
15,1,0,2,2022-05-20,2022-10-18,1,1,2023-06-15,1,False,-0.07389298303032857,-1.2959131751114628,1.2815451227877597,0.3862040202323066,-1.057949888472786,0.1855908338963889,1.0347078679977724,0
15,1,0,2,2022-05-20,2022-02-04,0,1,2023-06-15,1,False,-0.07389298303032857,-1.2959131751114628,1.2815451227877597,0.3862040202323066,1.4425667976871084,0.1855908338963889,-0.7470389177078809,0
15,1,0,2,2022-01-26,2022-10-18,1,1,2023-06-15,1,False,-0.07389298303032857,1.0601411151416442,1.2815451227877597,1.4772206305203843,-1.057949888472786,0.1855908338963889,1.828141983507321,0
15,1,0,2,2022-01-26,2022-02-04,0,1,2023-06-15,1,False,-0.07389298303032857,1.0601411151416442,1.2815451227877597,1.4772206305203843,1.4425667976871084,0.1855908338963889,0.04639519780166782,0
15,1,0,2,2022-08-16,2022-10-18,1,1,2023-06-15,1,False,-0.07389298303032857,-0.7150284992138997,1.2815451227877597,-0.4559842403409463,-1.057949888472786,0.1855908338963889,0.422232410411454,0
15,1,0,2,2022-08-16,2022-02-04,0,1,2023-06-15,1,False,-0.07389298303032857,-0.7150284992138997,1.2815451227877597,-0.4559842403409463,1.4425667976871084,0.1855908338963889,-1.359514375294199,0
15,1,0,2,2022-12-16,2022-10-18,1,1,2023-06-15,1,False,-0.07389298303032857,-0.47974403949899486,1.2815451227877597,-1.623563419772047,-1.057949888472786,0.1855908338963889,-0.4268812921513963,0
15,1,0,2,2022-12-16,2022-02-04,0,1,2023-06-15,1,False,-0.07389298303032857,-0.47974403949899486,1.2815451227877597,-1.623563419772047,1.4425667976871084,0.1855908338963889,-2.2086280778570493,0
16,0,2,2,2022-11-25,2022-06-30,2,0,2023-03-15,1,False,-0.8516561726945711,-1.4072755706348872,1.0689189768217617,-1.4225866757716117,0.01649087511154356,1.0659791577632063,-1.0463166981193772,1
16,0,2,2,2022-11-25,2022-09-08,2,0,2023-03-15,1,False,-0.8516561726945711,-1.4072755706348872,1.0689189768217617,-1.4225866757716117,-0.6672441562603026,1.0659791577632063,-0.5591203114029878,1
16,0,2,2,2022-07-23,2022-06-30,2,0,2023-03-15,1,False,-0.8516561726945711,0.6882353706931142,1.0689189768217617,-0.22629653291187735,0.01649087511154356,1.0659791577632063,-0.17632315041153884,1
16,0,2,2,2022-07-23,2022-09-08,2,0,2023-03-15,1,False,-0.8516561726945711,0.6882353706931142,1.0689189768217617,-0.22629653291187735,-0.6672441562603026,1.0659791577632063,0.3108732363048507,1
16,0,2,2,2022-11-22,2022-06-30,2,0,2023-03-15,1,False,-0.8516561726945711,-0.026828432141507572,1.0689189768217617,-1.3938757123429781,0.01649087511154356,1.0659791577632063,-1.0254368529743891,1
16,0,2,2,2022-11-22,2022-09-08,2,0,2023-03-15,1,False,-0.8516561726945711,-0.026828432141507572,1.0689189768217617,-1.3938757123429781,-0.6672441562603026,1.0659791577632063,-0.5382404662579996,1
16,0,2,2,2022-11-14,2022-06-30,2,0,2023-03-15,1,False,-0.8516561726945711,-0.6953516849672795,1.0689189768217617,-1.317313143199955,0.01649087511154356,1.0659791577632063,-0.9697572659210874,1
16,0,2,2,2022-11-14,2022-09-08,2,0,2023-03-15,1,False,-0.8516561726945711,-0.6953516849672795,1.0689189768217617,-1.317313143199955,-0.6672441562603026,1.0659791577632063,-0.482560879204698,1
16,0,2,2,2022-08-09,2022-06-30,2,0,2023-03-15,1,False,-0.8516561726945711,1.5083817347171327,1.0689189768217617,-0.38899199234080123,0.01649087511154356,1.0659791577632063,-0.2946422728998049,1
16,0,2,2,2022-08-09,2022-09-08,2,0,2023-03-15,1,False,-0.8516561726945711,1.5083817347171327,1.0689189768217617,-0.38899199234080123,-0.6672441562603026,1.0659791577632063,0.19255411381658466,1
16,0,2,2,2022-08-07,2022-06-30,2,0,2023-03-15,1,False,-0.8516561726945711,-1.0975401860932317,1.0689189768217617,-0.3698513500550455,0.01649087511154356,1.0659791577632063,-0.28072237613647943,1
16,0,2,2,2022-08-07,2022-09-08,2,0,2023-03-15,1,False,-0.8516561726945711,-1.0975401860932317,1.0689189768217617,-0.3698513500550455,-0.6672441562603026,1.0659791577632063,0.20647401057991008,1
16,0,2,2,2022-12-14,2022-06-30,2,0,2023-03-15,1,False,-0.8516561726945711,-0.6640920651712303,1.0689189768217617,-1.6044227774862914,0.01649087511154356,1.0659791577632063,-1.1785557173709686,1
16,0,2,2,2022-12-14,2022-09-08,2,0,2023-03-15,1,False,-0.8516561726945711,-0.6640920651712303,1.0689189768217617,-1.6044227774862914,-0.6672441562603026,1.0659791577632063,-0.6913593306545792,1
16,0,2,2,2022-09-01,2022-06-30,2,0,2023-03-15,1,False,-0.8516561726945711,-0.7433575296540691,1.0689189768217617,-0.6091093786269923,0.01649087511154356,1.0659791577632063,-0.45472108567804714,1
16,0,2,2,2022-09-01,2022-09-08,2,0,2023-03-15,1,False,-0.8516561726945711,-0.7433575296540691,1.0689189768217617,-0.6091093786269923,-0.6672441562603026,1.0659791577632063,0.032475301038342404,1
16,0,2,2,2022-11-13,2022-06-30,2,0,2023-03-15,1,False,-0.8516561726945711,0.5580334721676062,1.0689189768217617,-1.3077428220570773,0.01649087511154356,1.0659791577632063,-0.9627973175394247,1
16,0,2,2,2022-11-13,2022-09-08,2,0,2023-03-15,1,False,-0.8516561726945711,0.5580334721676062,1.0689189768217617,-1.3077428220570773,-0.6672441562603026,1.0659791577632063,-0.47560093082303523,1
17,1,1,1,2022-06-03,2022-05-11,2,1,2023-09-03,1,False,-1.5646057632201267,-1.3058911341088624,-1.2699686288042151,0.2522195242320164,0.504873040377148,-0.5799642303356262,-0.17632315041153884,0
17,1,1,1,2022-06-03,2022-05-06,2,0,2023-09-03,1,False,-1.5646057632201267,-1.3058911341088624,-1.2699686288042151,0.2522195242320164,0.5537112569037084,-0.5799642303356262,-0.21112289231985237,0
17,1,1,1,2022-09-29,2022-05-11,2,1,2023-09-03,1,False,-1.5646057632201267,-1.1290789096374596,-1.2699686288042151,-0.8770783706275728,0.504873040377148,-0.5799642303356262,-0.9975970594477382,0
17,1,1,1,2022-09-29,2022-05-06,2,0,2023-09-03,1,False,-1.5646057632201267,-1.1290789096374596,-1.2699686288042151,-0.8770783706275728,0.5537112569037084,-0.5799642303356262,-1.0323968013560518,0
17,1,1,1,2022-07-19,2022-05-11,2,1,2023-09-03,1,False,-1.5646057632201267,0.625785907038061,-1.2699686288042151,-0.18801524834036584,0.504873040377148,-0.5799642303356262,-0.49648077596802337,0
17,1,1,1,2022-07-19,2022-05-06,2,0,2023-09-03,1,False,-1.5646057632201267,0.625785907038061,-1.2699686288042151,-0.18801524834036584,0.5537112569037084,-0.5799642303356262,-0.5312805178763369,0
17,1,1,1,2022-07-23,2022-05-11,2,1,2023-09-03,1,False,-1.5646057632201267,1.2380697546057626,-1.2699686288042151,-0.22629653291187735,0.504873040377148,-0.5799642303356262,-0.5243205694946742,0
17,1,1,1,2022-07-23,2022-05-06,2,0,2023-09-03,1,False,-1.5646057632201267,1.2380697546057626,-1.2699686288042151,-0.22629653291187735,0.5537112569037084,-0.5799642303356262,-0.5591203114029878,0
17,1,1,1,2022-11-24,2022-05-11,2,1,2023-09-03,1,False,-1.5646057632201267,-0.92617048471132,-1.2699686288042151,-1.4130163546287338,0.504873040377148,-0.5799642303356262,-1.38735416882085,0
17,1,1,1,2022-11-24,2022-05-06,2,0,2023-09-03,1,False,-1.5646057632201267,-0.92617048471132,-1.2699686288042151,-1.4130163546287338,0.5537112569037084,-0.5799642303356262,-1.4221539107291634,0
17,1,1,1,2022-06-27,2022-05-11,2,1,2023-09-03,1,False,-1.5646057632201267,-0.9094242598205797,-1.2699686288042151,0.022531816802947385,0.504873040377148,-0.5799642303356262,-0.3433619115714438,0
17,1,1,1,2022-06-27,2022-05-06,2,0,2023-09-03,1,False,-1.5646057632201267,-0.9094242598205797,-1.2699686288042151,0.022531816802947385,0.5537112569037084,-0.5799642303356262,-0.37816165347975733,0
17,1,1,1,2022-07-01,2022-05-11,2,1,2023-09-03,1,False,-1.5646057632201267,1.3236848293596735,-1.2699686288042151,-0.01574946776856411,0.504873040377148,-0.5799642303356262,-0.37120170509809464,0
17,1,1,1,2022-07-01,2022-05-06,2,0,2023-09-03,1,False,-1.5646057632201267,1.3236848293596735,-1.2699686288042151,-0.01574946776856411,0.5537112569037084,-0.5799642303356262,-0.40600144700640817,0
18,0,1,0,2022-05-27,2022-11-08,2,1,2023-11-24,2,False,0.8334974049112877,-0.6296925282081675,0.7854174488670979,0.3192117722321615,-1.26307039788434,-1.3646581711734416,1.1321471453410503,1
